experiment,net,kind,algorithm,feature_augmentation,data_augmentation,hair_removal,segmentation,model_idx,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,xgboost,False,False,False,False,8.0,0.8782435129740519,0.8415892879136957,0.7606736818529587,0.7920559084718685
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,xgboost,False,False,False,False,9.0,0.8782435129740519,0.8416824059461331,0.7606736818529587,0.7920343561899184
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,xgboost,False,False,False,False,10.0,0.8795741849634066,0.8441527851560833,0.7616711189582992,0.7940167378546628
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,adaboost,True,False,False,False,1.0,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,adaboost,True,False,False,False,2.0,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,adaboost,True,False,False,False,3.0,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,adaboost,True,False,False,False,4.0,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,adaboost,True,False,False,False,5.0,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,adaboost,True,False,False,False,6.0,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,adaboost,True,False,False,False,7.0,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,adaboost,True,False,False,False,8.0,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,adaboost,True,False,False,False,9.0,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,adaboost,True,False,False,False,10.0,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,extratrees,True,False,False,False,1.0,0.8882235528942116,0.82984050365514,0.8346267403076723,0.8311410946157746
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,extratrees,True,False,False,False,2.0,0.8928809048569527,0.830028099821614,0.8367216301556962,0.8325848007962108
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,extratrees,True,False,False,False,3.0,0.8915502328675982,0.8337434662632041,0.8402608621670139,0.8358319260817684
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,extratrees,True,False,False,False,4.0,0.8895542248835662,0.8286789972490085,0.8335745263837699,0.829919869297546
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,extratrees,True,False,False,False,5.0,0.8902195608782435,0.8306106041884486,0.8308519037784636,0.8292245887062298
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,extratrees,True,False,False,False,6.0,0.8915502328675982,0.8395490723666968,0.8426875715053758,0.8393990438529597
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,extratrees,True,False,False,False,7.0,0.8942115768463074,0.8301528936131507,0.8397687182902797,0.8339366384221804
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,extratrees,True,False,False,False,8.0,0.8922155688622755,0.8339457371636341,0.8411370319054592,0.8362383205667598
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,extratrees,True,False,False,False,9.0,0.8908848968729208,0.8321090890544269,0.8386920032928848,0.8340756602871646
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,extratrees,True,False,False,False,10.0,0.8895542248835662,0.8276442103576293,0.836358342039274,0.830638674296663
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,randomforest,True,False,False,False,1.0,0.8962075848303394,0.8387086705149063,0.8356277436455525,0.835716861649207
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,randomforest,True,False,False,False,2.0,0.895542248835662,0.8423341660548994,0.8327122917505088,0.8364525830515284
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,randomforest,True,False,False,False,3.0,0.8948769128409847,0.8390432554373791,0.8278074975752759,0.8325945132151221
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,randomforest,True,False,False,False,4.0,0.895542248835662,0.8383752715511913,0.8352200475832129,0.835496564761948
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,randomforest,True,False,False,False,5.0,0.8948769128409847,0.8384166394309789,0.8270940706943034,0.831854193256358
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,randomforest,True,False,False,False,6.0,0.895542248835662,0.8369917805165789,0.8347619427797516,0.8344813180046586
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,randomforest,True,False,False,False,7.0,0.89354624085163,0.836816165310231,0.833346440739427,0.8339216309239771
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,randomforest,True,False,False,False,8.0,0.8948769128409847,0.8380340884935581,0.8332733446466528,0.8346901639104605
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,randomforest,True,False,False,False,9.0,0.8968729208250167,0.838591491137743,0.83199644639846,0.8341636185765013
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,randomforest,True,False,False,False,10.0,0.895542248835662,0.8390915467136711,0.8354753696607241,0.8361230589843264
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,xgboost,True,False,False,False,1.0,0.8855622089155023,0.824837355480864,0.8351085153117622,0.8287399402854281
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,xgboost,True,False,False,False,2.0,0.8855622089155023,0.8236534561304442,0.8317226401342489,0.8266305740323574
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,xgboost,True,False,False,False,3.0,0.8862275449101796,0.8259671379557803,0.8360856835365265,0.8298584772953689
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,xgboost,True,False,False,False,4.0,0.886892880904857,0.8268893763207356,0.8357695838452492,0.8302027235131509
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,xgboost,True,False,False,False,5.0,0.8855622089155023,0.8244876447073147,0.8338836585224552,0.8280681425284797
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,xgboost,True,False,False,False,6.0,0.8855622089155023,0.8263510586880279,0.8335066002133363,0.8289176104111301
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,xgboost,True,False,False,False,7.0,0.8862275449101796,0.8249298252639561,0.8346380920292926,0.8286312952580376
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,xgboost,True,False,False,False,8.0,0.8855622089155023,0.8272194803111602,0.835556251242579,0.8302945531265207
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,xgboost,True,False,False,False,9.0,0.8882235528942116,0.828402427987805,0.8365116988730785,0.8313582004345124
feature_extraction_Xception_use_augmentation_use_feature_augmentation_,Xception,feature_extractor,xgboost,True,False,False,False,10.0,0.8875582168995343,0.8242820295833002,0.8322600228297644,0.8271885348934059
